player,arm,samples,estimated_mean,estimated_std
3.0,28.0,12.0,0.8319579184718541,0.7285484896572973
3.0,29.0,13.0,8.705834262571466,0.8024612431107301
3.0,30.0,15.0,11.194777371143488,5.780267649849103
3.0,31.0,13.0,9.106454447628368,3.328902524137803
3.0,32.0,13.0,9.898309181879881,7.671672477674812
3.0,33.0,15.0,11.197734616817336,2.939831595971603
3.0,34.0,10.0,1.137643550816969,0.02699587020846681
3.0,35.0,19.0,10.810741764742247,6.151972584593248
3.0,36.0,19.0,11.188285646943953,7.718890561521966
3.0,37.0,10.0,7.88226066886731,0.025599095580281436
3.0,38.0,13.0,0.21302864729870075,0.19307222483901168
3.0,39.0,16.0,11.202407089615777,4.518631515237295
3.0,40.0,10.0,4.2159771842492795,0.025477468025631056
3.0,41.0,16.0,11.04606529041975,3.4595866117073006
3.0,42.0,24.0,10.835951189780667,6.700737641292025
3.0,43.0,16.0,11.337728456433123,5.608371524991193
3.0,44.0,11.0,2.529530767581419,2.241158963336699
3.0,45.0,15.0,5.2237898915902825,4.373016641175996
3.0,46.0,19.0,11.017441353268946,7.971731276072589
3.0,47.0,19.0,10.691159345946637,5.37142545313683
3.0,48.0,12.0,7.113190002477446,1.2766644026027625
3.0,49.0,10.0,10.588731481064613,0.025064775566334036
3.0,50.0,11.0,10.047061864953424,0.901485651824682
3.0,51.0,803.0,12.431629823809322,4.969783000282024
3.0,52.0,10.0,0.7505321027263889,0.02671727032635476
3.0,53.0,10.0,1.5569819680476142,0.031034612213521252
3.0,54.0,22.0,11.263169004376756,6.950179772089263
3.0,55.0,10.0,7.543393588920349,0.029076302857787895
3.0,56.0,16.0,11.125636005167605,6.338209377121879
3.0,57.0,12.0,2.149731123173787,1.7210505703098915
3.0,58.0,11.0,6.0986999503944235,2.408957027621462
3.0,59.0,11.0,0.9368076592267042,0.1905917640277896
4.0,0.0,42.0,9.809722265326018,4.572130585497783
4.0,1.0,11.0,5.661635304615224,2.248952186707056
4.0,2.0,29.0,9.782673788401,2.270231270108751
4.0,3.0,11.0,4.010216301223595,3.5440207127397905
4.0,4.0,27.0,9.824915235679214,3.617088495063054
4.0,5.0,28.0,9.82768619448362,2.8091907946048535
4.0,6.0,10.0,6.7989758302711305,0.04009925933803855
4.0,7.0,12.0,6.179431680085139,5.774061053407616
4.0,8.0,46.0,9.800438890460606,5.3992509244491425
4.0,9.0,51.0,9.84261821341988,4.904628873500731
4.0,10.0,11.0,8.645247344303197,0.43842174915154164
4.0,11.0,12.0,3.032027881031139,2.768576913946851
4.0,12.0,11.0,4.481292337441734,4.00612098369003
4.0,13.0,10.0,9.186960062337944,0.030508976575882505
4.0,14.0,13.0,9.672594808806835,2.0982343518554947
4.0,15.0,11.0,7.194779640071672,1.3636535580640952
4.0,16.0,10.0,8.187489068139865,0.020291305123172912
